Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,Counts_Epoch_10,ExpVal_10,t_exp_10,bgr_10,Counts_Epoch_11,ExpVal_11,t_exp_11,bgr_11,Counts_Epoch_12,ExpVal_12,t_exp_12,bgr_12,Counts_Epoch_13,ExpVal_13,t_exp_13,bgr_13,Counts_Epoch_14,ExpVal_14,t_exp_14,bgr_14,Counts_Epoch_15,ExpVal_15,t_exp_15,bgr_15,Counts_Epoch_16,ExpVal_16,t_exp_16,bgr_16,Counts_Epoch_17,ExpVal_17,t_exp_17,bgr_17,Counts_Epoch_18,ExpVal_18,t_exp_18,bgr_18,Counts_Epoch_19,ExpVal_19,t_exp_19,bgr_19,CR_mean
1,1.0449485784353323,98124509242214.84,0.7425875,3,2.5409492571433185,99081259761639.48,0.74808127,13,11.462903220257498,98478138832218.48,0.4647747,14,10.09776037692401,98930211700001.5,2.5119636,5,3.4341044838473223,97117703133197.31,2.8792965,1,0.9292784744492399,98304050900303.19,0.7607125,1,2.057916372169612,96478092700272.03,0.47435173,8,4.7864255994600065,98631003228746.28,0.8042819,1,1.4747665946694704,99345656858219.73,0.81448555,2,2.1204402162847584,99076560632717.61,0.8501727,1,1.9022458705614869,98756279526686.6,0.83364296,4,4.505494149645024,98144462411871.25,0.7924701,6,3.750840309898438,97370378152739.89,1.3119674,3,2.116248870999369,97557596677498.67,0.7830795,1,0.7385334031801001,97461657031918.67,0.33154094,2,1.4281626740297306,98386975193308.45,0.8435953,0,2.009563300938177,97110705811014.23,0.69748604,12,8.24414690297681,96974123176804.89,0.7817387,2,1.74398084749586,98144337645941.9,0.30832508,2,1.822635567182388,98341585709994.05,0.7861987,4.179802272308478e-14
2,3.0858462964697138,98124509242214.84,0.7425875,4,4.648518410690031,99081259761639.48,0.74808127,5,7.025639417561261,98478138832218.48,0.4647747,7,3.745608286755142,98930211700001.5,2.5119636,4,3.170023192766716,97117703133197.31,2.8792965,2,1.5513667115386092,98304050900303.19,0.7607125,0,1.4915781433548834,96478092700272.03,0.47435173,0,2.0452908143312296,98631003228746.28,0.8042819,2,2.6560835231942144,99345656858219.73,0.81448555,1,1.1567336359173734,99076560632717.61,0.8501727,3,1.5728770301170285,98756279526686.6,0.83364296,1,2.974715940987652,98144462411871.25,0.7924701,2,2.9203226598628107,97370378152739.89,1.3119674,4,2.608792490722068,97557596677498.67,0.7830795,1,2.0466504641869117,97461657031918.67,0.33154094,2,1.096686230935605,98386975193308.45,0.8435953,3,0.8968672166247696,97110705811014.23,0.69748604,7,5.25895512940773,96974123176804.89,0.7817387,1,0.9231542850735153,98144337645941.9,0.30832508,3,2.9568124195865493,98341585709994.05,0.7861987,2.752552715910461e-14
6,2.2058473689303906,98124509242214.84,0.7425875,2,1.4691256638708974,99081259761639.48,0.74808127,0,0.8090728253957904,98478138832218.48,0.4647747,5,3.0135546443632903,98930211700001.5,2.5119636,6,4.84385058566371,97117703133197.31,2.8792965,0,0.9005116978725239,98304050900303.19,0.7607125,6,5.303779743550195,96478092700272.03,0.47435173,8,5.449859794891039,98631003228746.28,0.8042819,1,0.8935980159121191,99345656858219.73,0.81448555,4,4.878129587846816,99076560632717.61,0.8501727,2,1.2865627566366715,98756279526686.6,0.83364296,1,3.406352291947403,98144462411871.25,0.7924701,7,6.286883835187995,97370378152739.89,1.3119674,8,4.148830078115164,97557596677498.67,0.7830795,3,2.8723483976284245,97461657031918.67,0.33154094,6,6.992981114354797,98386975193308.45,0.8435953,0,1.2665013880001639,97110705811014.23,0.69748604,0,1.094170460564599,96974123176804.89,0.7817387,2,1.3782571641669294,98144337645941.9,0.30832508,2,1.9707692597330198,98341585709994.05,0.7861987,3.517150692552256e-14
4,6.6693813807055164,98124509242214.84,0.7425875,0,0.8736692165458398,99081259761639.48,0.74808127,2,3.000801218329671,98478138832218.48,0.4647747,8,5.527367030736302,98930211700001.5,2.5119636,1,4.627615329735763,97117703133197.31,2.8792965,2,1.9020778850204318,98304050900303.19,0.7607125,6,1.4933550588435485,96478092700272.03,0.47435173,2,2.290016916771312,98631003228746.28,0.8042819,2,3.3719450032362572,99345656858219.73,0.81448555,1,0.9438499811673196,99076560632717.61,0.8501727,2,1.3167769286749058,98756279526686.6,0.83364296,1,1.1806498009427813,98144462411871.25,0.7924701,6,5.265908754753102,97370378152739.89,1.3119674,3,1.0560988814637093,97557596677498.67,0.7830795,7,4.810608079320778,97461657031918.67,0.33154094,4,2.9342291432195213,98386975193308.45,0.8435953,2,2.858585453997136,97110705811014.23,0.69748604,2,4.875759137540107,96974123176804.89,0.7817387,2,3.090488169951183,98144337645941.9,0.30832508,0,1.260210799064612,98341585709994.05,0.7861987,2.90547231123882e-14
5,1.9146791387148872,98124509242214.84,0.7425875,3,1.6247872689432137,99081259761639.48,0.74808127,6,2.7818724638274475,98478138832218.48,0.4647747,2,3.109035977565019,98930211700001.5,2.5119636,9,9.029449829744284,97117703133197.31,2.8792965,9,2.8512048669559626,98304050900303.19,0.7607125,1,1.1873858061486722,96478092700272.03,0.47435173,1,1.4195033498923886,98631003228746.28,0.8042819,2,0.99898087292435,99345656858219.73,0.81448555,11,9.151592882140486,99076560632717.61,0.8501727,1,2.1233246276387394,98756279526686.6,0.83364296,4,6.728034325204382,98144462411871.25,0.7924701,2,1.9453423402722902,97370378152739.89,1.3119674,1,1.4069975704009994,97557596677498.67,0.7830795,5,3.2894646202702673,97461657031918.67,0.33154094,3,3.536895541372396,98386975193308.45,0.8435953,2,2.62021081498032,97110705811014.23,0.69748604,6,1.927199791891779,96974123176804.89,0.7817387,2,1.335777117200802,98144337645941.9,0.30832508,5,3.185273366111165,98341585709994.05,0.7861987,4.077855875422905e-14
1,1.5326786654326234,98124509242214.84,0.7425875,2,1.2607246636495633,99081259761639.48,0.74808127,2,1.665005154350267,98478138832218.48,0.4647747,3,5.7149174272702865,98930211700001.5,2.5119636,2,3.6742755630827233,97117703133197.31,2.8792965,2,2.9661511108850624,98304050900303.19,0.7607125,1,1.009774094101124,96478092700272.03,0.47435173,1,1.7814619244003547,98631003228746.28,0.8042819,4,4.162536440877783,99345656858219.73,0.81448555,0,1.542225251583643,99076560632717.61,0.8501727,3,2.6152149052830516,98756279526686.6,0.83364296,1,1.786504327056135,98144462411871.25,0.7924701,4,5.038503877139362,97370378152739.89,1.3119674,1,1.0184904643219095,97557596677498.67,0.7830795,7,2.0968209617640787,97461657031918.67,0.33154094,3,3.6782588875436137,98386975193308.45,0.8435953,5,4.287857255430728,97110705811014.23,0.69748604,2,1.817705794841685,96974123176804.89,0.7817387,0,1.4066741189307668,98144337645941.9,0.30832508,2,1.6153758170999806,98341585709994.05,0.7861987,2.3447671283681705e-14
4,2.3413885140933726,98124509242214.84,0.7425875,5,3.9582411374158335,99081259761639.48,0.74808127,1,0.956862518270117,98478138832218.48,0.4647747,8,6.936501139512541,98930211700001.5,2.5119636,7,3.777291906458265,97117703133197.31,2.8792965,1,3.3339151212198495,98304050900303.19,0.7607125,1,3.5045009294896943,96478092700272.03,0.47435173,4,5.347525612885668,98631003228746.28,0.8042819,5,4.055592667994098,99345656858219.73,0.81448555,2,2.000204284978131,99076560632717.61,0.8501727,2,1.182983101284994,98756279526686.6,0.83364296,3,6.145972546740027,98144462411871.25,0.7924701,3,2.9399197307396063,97370378152739.89,1.3119674,5,3.267727438725771,97557596677498.67,0.7830795,1,0.675197013872542,97461657031918.67,0.33154094,0,1.310354238230316,98386975193308.45,0.8435953,2,0.8774158669617658,97110705811014.23,0.69748604,0,1.7745269816607343,96974123176804.89,0.7817387,1,0.8907501575015896,98144337645941.9,0.30832508,1,1.7517699204961228,98341585709994.05,0.7861987,2.854499112796034e-14
2,1.0269992983899818,98124509242214.84,0.7425875,1,1.1988703231398066,99081259761639.48,0.74808127,2,1.2383194745325952,98478138832218.48,0.4647747,5,3.654915173133372,98930211700001.5,2.5119636,5,3.677805932628048,97117703133197.31,2.8792965,6,5.36816600947719,98304050900303.19,0.7607125,2,0.9844449994901662,96478092700272.03,0.47435173,3,2.205259721354605,98631003228746.28,0.8042819,1,1.6942677611920298,99345656858219.73,0.81448555,0,1.330649485189959,99076560632717.61,0.8501727,2,4.712298895312296,98756279526686.6,0.83364296,7,4.039989977075015,98144462411871.25,0.7924701,11,7.5906947634277016,97370378152739.89,1.3119674,3,3.1805220518849273,97557596677498.67,0.7830795,0,0.7615851579789619,97461657031918.67,0.33154094,3,1.808628649405918,98386975193308.45,0.8435953,1,1.0740908755175962,97110705811014.23,0.69748604,6,2.114409541619599,96974123176804.89,0.7817387,42,39.388177900184445,98144337645941.9,0.30832508,2,1.160409800047606,98341585709994.05,0.7861987,5.301212638049777e-14
1,1.2585007193013125,98124509242214.84,0.7425875,0,1.2662540698072307,99081259761639.48,0.74808127,0,0.7892223605947013,98478138832218.48,0.4647747,7,4.615174981696914,98930211700001.5,2.5119636,2,3.8612222914305505,97117703133197.31,2.8792965,13,9.511279540302525,98304050900303.19,0.7607125,4,2.631291221290695,96478092700272.03,0.47435173,3,4.151043551582388,98631003228746.28,0.8042819,3,2.2447864356461484,99345656858219.73,0.81448555,11,9.217660302736663,99076560632717.61,0.8501727,4,2.2678950292823643,98756279526686.6,0.83364296,4,2.614313173386841,98144462411871.25,0.7924701,2,1.9325083548107764,97370378152739.89,1.3119674,4,3.01102372909696,97557596677498.67,0.7830795,0,0.6321746923227407,97461657031918.67,0.33154094,3,3.908563151066094,98386975193308.45,0.8435953,0,1.0235125101009295,97110705811014.23,0.69748604,1,1.0294220127098304,96974123176804.89,0.7817387,4,3.862918447283371,98144337645941.9,0.30832508,0,2.7003571335237897,98341585709994.05,0.7861987,3.364231097223897e-14
2,2.2795331591712555,98124509242214.84,0.7425875,0,1.1124802591297567,99081259761639.48,0.74808127,7,4.095213515950096,98478138832218.48,0.4647747,2,3.0298400371635967,98930211700001.5,2.5119636,5,4.886119662783917,97117703133197.31,2.8792965,3,1.8203204147409116,98304050900303.19,0.7607125,2,3.0158751463732223,96478092700272.03,0.47435173,2,1.1852866249333365,98631003228746.28,0.8042819,5,3.249261328197215,99345656858219.73,0.81448555,2,1.052109256139572,99076560632717.61,0.8501727,0,2.553979408167722,98756279526686.6,0.83364296,0,1.1113987933614082,98144462411871.25,0.7924701,5,5.183436895168592,97370378152739.89,1.3119674,1,0.9268655802987831,97557596677498.67,0.7830795,1,1.3365358523630706,97461657031918.67,0.33154094,2,4.6328412858782295,98386975193308.45,0.8435953,1,1.6209864061347945,97110705811014.23,0.69748604,0,0.9555422504986998,96974123176804.89,0.7817387,2,2.844418552862091,98144337645941.9,0.30832508,3,2.0417349778544507,98341585709994.05,0.7861987,2.2937939299253842e-14
