Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,Counts_Epoch_10,ExpVal_10,t_exp_10,bgr_10,Counts_Epoch_11,ExpVal_11,t_exp_11,bgr_11,Counts_Epoch_12,ExpVal_12,t_exp_12,bgr_12,Counts_Epoch_13,ExpVal_13,t_exp_13,bgr_13,Counts_Epoch_14,ExpVal_14,t_exp_14,bgr_14,Counts_Epoch_15,ExpVal_15,t_exp_15,bgr_15,Counts_Epoch_16,ExpVal_16,t_exp_16,bgr_16,Counts_Epoch_17,ExpVal_17,t_exp_17,bgr_17,Counts_Epoch_18,ExpVal_18,t_exp_18,bgr_18,Counts_Epoch_19,ExpVal_19,t_exp_19,bgr_19,Counts_Epoch_20,ExpVal_20,t_exp_20,bgr_20,Counts_Epoch_21,ExpVal_21,t_exp_21,bgr_21,Counts_Epoch_22,ExpVal_22,t_exp_22,bgr_22,Counts_Epoch_23,ExpVal_23,t_exp_23,bgr_23,Counts_Epoch_24,ExpVal_24,t_exp_24,bgr_24,Counts_Epoch_25,ExpVal_25,t_exp_25,bgr_25,Counts_Epoch_26,ExpVal_26,t_exp_26,bgr_26,Counts_Epoch_27,ExpVal_27,t_exp_27,bgr_27,Counts_Epoch_28,ExpVal_28,t_exp_28,bgr_28,Counts_Epoch_29,ExpVal_29,t_exp_29,bgr_29,Counts_Epoch_30,ExpVal_30,t_exp_30,bgr_30,Counts_Epoch_31,ExpVal_31,t_exp_31,bgr_31,Counts_Epoch_32,ExpVal_32,t_exp_32,bgr_32,Counts_Epoch_33,ExpVal_33,t_exp_33,bgr_33,Counts_Epoch_34,ExpVal_34,t_exp_34,bgr_34,Counts_Epoch_35,ExpVal_35,t_exp_35,bgr_35,Counts_Epoch_36,ExpVal_36,t_exp_36,bgr_36,Counts_Epoch_37,ExpVal_37,t_exp_37,bgr_37,Counts_Epoch_38,ExpVal_38,t_exp_38,bgr_38,Counts_Epoch_39,ExpVal_39,t_exp_39,bgr_39,CR_mean
0,1.0124899131820135,98124509242214.84,0.7425875,0,1.6621923555554414,99081259761639.48,0.74808127,1,0.8124237868839209,98478138832218.48,0.4647747,6,3.0255063182805424,98930211700001.5,2.5119636,3,5.111828968673814,97117703133197.31,2.8792965,5,3.9931694091918066,98304050900303.19,0.7607125,3,2.024288280061154,96478092700272.03,0.47435173,4,2.1347810950808386,98631003228746.28,0.8042819,12,14.306766902428912,99345656858219.73,0.81448555,5,3.7232280366394797,99076560632717.61,0.8501727,1,1.5352309769650383,98756279526686.6,0.83364296,5,3.379571822886758,98144462411871.25,0.7924701,10,11.226726609452381,97370378152739.89,1.3119674,4,3.517136916343296,97557596677498.67,0.7830795,0,0.8020781373954861,97461657031918.67,0.33154094,1,1.8138344369757076,98386975193308.45,0.8435953,0,1.1757262993744306,97110705811014.23,0.69748604,0,1.2894405859478408,96974123176804.89,0.7817387,5,3.6144035796036946,98144337645941.9,0.30832508,3,2.8580727929735064,98341585709994.05,0.7861987,1,0.9331188564768188,98494994944755.03,0.792149,2,2.1762097052419374,97330964555911.28,2.0240593,0,0.9894218111600425,96989120553237.44,0.75356996,1,2.5050578567788335,94618618980218.66,0.26326552,3,2.030898623663119,96244247160492.34,0.7734305,6,5.503271279976007,96632846268387.25,4.428826,2,1.6112835632027576,99451176734366.92,0.7564135,2,1.706320174721819,99451176734366.92,0.7564135,6,3.9544965832075567,95547958607414.3,0.8336373,0,0.8125760099495458,100004759141157.5,0.5485019,1,1.1812761119449657,100004759141157.5,0.5485019,2,2.4039519898895567,97759894956349.88,0.35190576,0,1.4204005372984976,98507869599567.39,0.7866047,0,2.151188068680259,95448764135315.06,1.2929298,5,3.1961420393288886,96590150012468.3,0.49111244,1,2.991421289031782,96590150012468.3,0.49111244,3,1.814137086721089,97860926838070.1,0.7392443,1,1.9032918206973888,95646445531833.31,0.74486357,1,2.903183782990442,96329408664740.17,0.5731433,0,1.5140270033082506,99508060146129.39,0.74262804,2.684853725305988e-14
6,3.6135855077520063,98124509242214.84,0.7425875,2,1.2260942977815554,99081259761639.48,0.74808127,4,2.4552902095918965,98478138832218.48,0.4647747,4,3.4163847913456147,98930211700001.5,2.5119636,8,6.240195343909551,97117703133197.31,2.8792965,3,2.771447829948275,98304050900303.19,0.7607125,1,1.6630970586279739,96478092700272.03,0.47435173,1,1.7466801863214105,98631003228746.28,0.8042819,10,7.00446119637943,99345656858219.73,0.81448555,2,1.282655719160661,99076560632717.61,0.8501727,1,2.1305701935332726,98756279526686.6,0.83364296,1,1.1335744377601218,98144462411871.25,0.7924701,3,3.0575523478394806,97370378152739.89,1.3119674,0,1.435946004053913,97557596677498.67,0.7830795,3,1.2891305308783636,97461657031918.67,0.33154094,2,1.5128691793408744,98386975193308.45,0.8435953,2,1.0302308649469276,97110705811014.23,0.69748604,5,5.600106745873604,96974123176804.89,0.7817387,4,3.1359336878304798,98144337645941.9,0.30832508,1,2.2128746049912014,98341585709994.05,0.7861987,0,1.65884930788854,98494994944755.03,0.792149,3,2.9363148843939024,97330964555911.28,2.0240593,0,2.009240336473124,96989120553237.44,0.75356996,4,2.0029069054891235,94618618980218.66,0.26326552,2,1.6407714587118938,96244247160492.34,0.7734305,5,4.465316550771815,96632846268387.25,4.428826,8,6.24611179675302,99451176734366.92,0.7564135,3,2.140192892611302,99451176734366.92,0.7564135,5,1.944569090578296,95547958607414.3,0.8336373,7,3.600022921292781,100004759141157.5,0.5485019,3,1.3227568650467654,100004759141157.5,0.5485019,0,1.309832885087859,97759894956349.88,0.35190576,4,2.136220939407109,98507869599567.39,0.7866047,2,1.6701994027775366,95448764135315.06,1.2929298,3,2.3396698414784565,96590150012468.3,0.49111244,2,2.7255486391961212,96590150012468.3,0.49111244,2,0.977730263042806,97860926838070.1,0.7392443,3,4.677613815844268,95646445531833.31,0.74486357,2,1.9993339492176299,96329408664740.17,0.5731433,4,4.177910661992964,99508060146129.39,0.74262804,3.196254434888081e-14
1,2.239683199890977,98124509242214.84,0.7425875,5,2.5610633167765786,99081259761639.48,0.74808127,1,0.7182342113688069,98478138832218.48,0.4647747,4,3.445212545988847,98930211700001.5,2.5119636,5,3.5370759312392215,97117703133197.31,2.8792965,0,2.21385270677913,98304050900303.19,0.7607125,7,3.4676747087855246,96478092700272.03,0.47435173,3,2.1946642275105592,98631003228746.28,0.8042819,3,1.2097503200571411,99345656858219.73,0.81448555,3,2.4274522530709453,99076560632717.61,0.8501727,4,3.063021200745043,98756279526686.6,0.83364296,5,2.7919098462488563,98144462411871.25,0.7924701,1,1.826809979391115,97370378152739.89,1.3119674,1,1.912686099196372,97557596677498.67,0.7830795,4,6.198594319602442,97461657031918.67,0.33154094,1,2.3511617722880294,98386975193308.45,0.8435953,2,3.0982124688960555,97110705811014.23,0.69748604,3,5.469658591735694,96974123176804.89,0.7817387,0,0.7013671772756371,98144337645941.9,0.30832508,1,1.1907701527477297,98341585709994.05,0.7861987,1,0.9202847627283427,98494994944755.03,0.792149,3,3.2080569744318863,97330964555911.28,2.0240593,1,1.2657826483964525,96989120553237.44,0.75356996,0,0.3497120710549845,94618618980218.66,0.26326552,1,5.299202262563691,96244247160492.34,0.7734305,6,4.619080329360512,96632846268387.25,4.428826,1,1.7754165902690886,99451176734366.92,0.7564135,3,2.560343585900562,99451176734366.92,0.7564135,6,5.015463998994392,95547958607414.3,0.8336373,1,1.4352418682904498,100004759141157.5,0.5485019,3,3.6117612438563786,100004759141157.5,0.5485019,0,0.4816714745038334,97759894956349.88,0.35190576,0,0.8640928429019652,98507869599567.39,0.7866047,14,9.588509486094086,95448764135315.06,1.2929298,3,4.440994491837323,96590150012468.3,0.49111244,0,0.6294378514533397,96590150012468.3,0.49111244,4,3.826117592499032,97860926838070.1,0.7392443,2,1.1908874414677644,95646445531833.31,0.74486357,2,2.5339142672531345,96329408664740.17,0.5731433,1,1.073375997699471,99508060146129.39,0.74262804,2.710423760785093e-14
8,7.097492755622417,98124509242214.84,0.7425875,1,2.110478703430344,99081259761639.48,0.74808127,2,1.2835538757027842,98478138832218.48,0.4647747,1,3.173716161314795,98930211700001.5,2.5119636,2,3.062722059523794,97117703133197.31,2.8792965,5,2.956767687566621,98304050900303.19,0.7607125,9,9.982769938331874,96478092700272.03,0.47435173,2,2.9364696864021655,98631003228746.28,0.8042819,1,2.7000412816290664,99345656858219.73,0.81448555,3,2.0160681176868707,99076560632717.61,0.8501727,4,3.210482628583845,98756279526686.6,0.83364296,1,1.6467145377006798,98144462411871.25,0.7924701,4,3.8619215681101644,97370378152739.89,1.3119674,1,0.9785560836666444,97557596677498.67,0.7830795,4,3.8814189402081514,97461657031918.67,0.33154094,5,2.568977405675128,98386975193308.45,0.8435953,2,2.6603205523447575,97110705811014.23,0.69748604,2,1.3195836844528768,96974123176804.89,0.7817387,0,1.2560142544211295,98144337645941.9,0.30832508,2,2.9228722360552992,98341585709994.05,0.7861987,1,1.7520411389405233,98494994944755.03,0.792149,17,14.405520919339443,97330964555911.28,2.0240593,7,4.250320860423191,96989120553237.44,0.75356996,1,1.0194489065632308,94618618980218.66,0.26326552,0,1.5630163635921224,96244247160492.34,0.7734305,5,5.126406996635776,96632846268387.25,4.428826,2,1.6037669581981873,99451176734366.92,0.7564135,3,2.3257190079015526,99451176734366.92,0.7564135,5,2.2572205225621813,95547958607414.3,0.8336373,2,0.7376052108726372,100004759141157.5,0.5485019,3,0.7374343293681397,100004759141157.5,0.5485019,2,2.203786809703149,97759894956349.88,0.35190576,9,3.7919307442713026,98507869599567.39,0.7866047,6,4.7443488031903875,95448764135315.06,1.2929298,3,4.860707360174185,96590150012468.3,0.49111244,2,2.0333274102721157,96590150012468.3,0.49111244,0,0.8609117169676777,97860926838070.1,0.7392443,1,1.1391153326620478,95646445531833.31,0.74486357,0,1.1423772586594378,96329408664740.17,0.5731433,1,1.293465076000052,99508060146129.39,0.74262804,3.2985345768045e-14
0,2.2432281237109257,98124509242214.84,0.7425875,1,1.28950734410785,99081259761639.48,0.74808127,32,31.919472474314965,98478138832218.48,0.4647747,4,4.6436191085137075,98930211700001.5,2.5119636,5,3.856489841822295,97117703133197.31,2.8792965,3,3.110868319507502,98304050900303.19,0.7607125,2,1.0639466037011907,96478092700272.03,0.47435173,0,0.9896687208560191,98631003228746.28,0.8042819,3,2.7176259812465986,99345656858219.73,0.81448555,1,1.8526831199473877,99076560632717.61,0.8501727,2,1.5545902385217805,98756279526686.6,0.83364296,0,2.8958915793467166,98144462411871.25,0.7924701,1,1.8408894296601035,97370378152739.89,1.3119674,15,13.85899498192684,97557596677498.67,0.7830795,31,26.06140328619996,97461657031918.67,0.33154094,0,1.117005895884958,98386975193308.45,0.8435953,6,5.8193360362077495,97110705811014.23,0.69748604,0,1.2679510483061451,96974123176804.89,0.7817387,1,2.447668964812362,98144337645941.9,0.30832508,2,1.4395244164725343,98341585709994.05,0.7861987,2,2.6619908667580763,98494994944755.03,0.792149,2,2.898353203758663,97330964555911.28,2.0240593,7,5.864656268372394,96989120553237.44,0.75356996,2,3.6896349960439045,94618618980218.66,0.26326552,0,1.3233655985612036,96244247160492.34,0.7734305,11,6.1469585105315705,96632846268387.25,4.428826,3,4.020644216928108,99451176734366.92,0.7564135,2,1.9336233124159643,99451176734366.92,0.7564135,2,1.4644615153522083,95547958607414.3,0.8336373,0,1.076519501547975,100004759141157.5,0.5485019,2,2.129700436073794,100004759141157.5,0.5485019,1,1.6738429950756808,97759894956349.88,0.35190576,3,0.991784963229992,98507869599567.39,0.7866047,1,1.3995730230558199,95448764135315.06,1.2929298,3,5.116667029556719,96590150012468.3,0.49111244,2,1.63194282183403,96590150012468.3,0.49111244,8,7.36584344500157,97860926838070.1,0.7392443,7,6.150110325670825,95646445531833.31,0.74486357,0,1.2613262174640838,96329408664740.17,0.5731433,0,1.6691442498756466,99508060146129.39,0.74262804,4.2701959250104763e-14
2,1.556226652431813,98124509242214.84,0.7425875,0,1.0222836921443423,99081259761639.48,0.74808127,8,8.809212936200492,98478138832218.48,0.4647747,4,3.855765500269132,98930211700001.5,2.5119636,2,3.345714657675701,97117703133197.31,2.8792965,4,2.379852638038193,98304050900303.19,0.7607125,1,0.9521173993697395,96478092700272.03,0.47435173,2,1.1377518234804602,98631003228746.28,0.8042819,1,1.4382464057773734,99345656858219.73,0.81448555,5,7.276200195136695,99076560632717.61,0.8501727,6,5.614203087926393,98756279526686.6,0.83364296,2,1.701346548379516,98144462411871.25,0.7924701,3,4.104164915066955,97370378152739.89,1.3119674,1,1.597924890719896,97557596677498.67,0.7830795,0,0.6853575839657037,97461657031918.67,0.33154094,0,1.2393364681711037,98386975193308.45,0.8435953,0,1.3110056946181512,97110705811014.23,0.69748604,8,6.2971012429935715,96974123176804.89,0.7817387,0,0.9565490139154903,98144337645941.9,0.30832508,2,1.146830965617075,98341585709994.05,0.7861987,3,2.547439845138848,98494994944755.03,0.792149,4,3.354301069157378,97330964555911.28,2.0240593,3,3.3323659034783484,96989120553237.44,0.75356996,1,0.6893350944136054,94618618980218.66,0.26326552,1,1.3269706477190455,96244247160492.34,0.7734305,7,4.818880792838094,96632846268387.25,4.428826,9,11.2400363770591,99451176734366.92,0.7564135,4,3.3130608876279215,99451176734366.92,0.7564135,3,1.619605856258411,95547958607414.3,0.8336373,1,0.9999774997085853,100004759141157.5,0.5485019,0,0.9380928933787835,100004759141157.5,0.5485019,1,0.565223499636579,97759894956349.88,0.35190576,1,3.6711606521153977,98507869599567.39,0.7866047,3,5.0911070583706515,95448764135315.06,1.2929298,1,1.3996672535772996,96590150012468.3,0.49111244,2,3.0249460106981245,96590150012468.3,0.49111244,0,1.4130268600697828,97860926838070.1,0.7392443,11,11.35003177876806,95646445531833.31,0.74486357,1,0.9174157937497669,96329408664740.17,0.5731433,2,1.4035118772446689,99508060146129.39,0.74262804,2.787133867222407e-14
7,2.397390996656373,98124509242214.84,0.7425875,7,4.053568939016801,99081259761639.48,0.74808127,1,1.0259595836655886,98478138832218.48,0.4647747,3,5.477095071767538,98930211700001.5,2.5119636,9,5.570335919391245,97117703133197.31,2.8792965,1,1.3165902572530483,98304050900303.19,0.7607125,1,1.9071821746890851,96478092700272.03,0.47435173,2,2.774145003227757,98631003228746.28,0.8042819,2,1.268159196915761,99345656858219.73,0.81448555,8,5.736116318355751,99076560632717.61,0.8501727,4,2.7275589900918034,98756279526686.6,0.83364296,2,0.8554998283676082,98144462411871.25,0.7924701,9,5.138474049117358,97370378152739.89,1.3119674,0,1.0002991473320864,97557596677498.67,0.7830795,4,2.304589832424071,97461657031918.67,0.33154094,6,3.9812766389423557,98386975193308.45,0.8435953,2,1.4156139488738821,97110705811014.23,0.69748604,1,1.210075827232308,96974123176804.89,0.7817387,0,0.550381405560472,98144337645941.9,0.30832508,5,4.272294543737327,98341585709994.05,0.7861987,7,2.744374400478013,98494994944755.03,0.792149,3,2.9227631312992557,97330964555911.28,2.0240593,2,0.9799302132588674,96989120553237.44,0.75356996,4,4.024276788383949,94618618980218.66,0.26326552,3,3.304319710748418,96244247160492.34,0.7734305,6,5.719526253212475,96632846268387.25,4.428826,1,1.183200435247366,99451176734366.92,0.7564135,4,4.141272260726608,99451176734366.92,0.7564135,4,5.4022069291757,95547958607414.3,0.8336373,0,0.9402372425438763,100004759141157.5,0.5485019,0,0.8186157356416377,100004759141157.5,0.5485019,0,1.1937613305009465,97759894956349.88,0.35190576,3,3.3159122180046197,98507869599567.39,0.7866047,3,2.8518916304436264,95448764135315.06,1.2929298,1,1.7514438202669365,96590150012468.3,0.49111244,2,2.157180703415508,96590150012468.3,0.49111244,3,1.7177985444304953,97860926838070.1,0.7392443,1,2.882671679086449,95646445531833.31,0.74486357,3,2.2566157422500086,96329408664740.17,0.5731433,3,6.210695166621707,99508060146129.39,0.74262804,3.247394505846291e-14
1,0.9984954198144995,98124509242214.84,0.7425875,1,2.4774973493496204,99081259761639.48,0.74808127,0,0.6663782153118665,98478138832218.48,0.4647747,0,3.126513123402356,98930211700001.5,2.5119636,3,3.362653135006659,97117703133197.31,2.8792965,6,2.184021175097227,98304050900303.19,0.7607125,1,1.1545664170850423,96478092700272.03,0.47435173,3,1.6974025722850645,98631003228746.28,0.8042819,1,1.4153097037049416,99345656858219.73,0.81448555,7,4.489871533804148,99076560632717.61,0.8501727,1,1.589013301382208,98756279526686.6,0.83364296,0,1.5692499313447463,98144462411871.25,0.7924701,4,2.0602317253757674,97370378152739.89,1.3119674,4,2.4083047072998798,97557596677498.67,0.7830795,0,1.4924833309958452,97461657031918.67,0.33154094,4,4.639923427929624,98386975193308.45,0.8435953,1,1.5079291090322258,97110705811014.23,0.69748604,1,1.5447785318516676,96974123176804.89,0.7817387,1,1.4365931479737801,98144337645941.9,0.30832508,1,1.7032314787724687,98341585709994.05,0.7861987,3,5.066965551068098,98494994944755.03,0.792149,4,2.9833419878474556,97330964555911.28,2.0240593,3,0.8737772883012417,96989120553237.44,0.75356996,4,4.31802990296077,94618618980218.66,0.26326552,1,1.4572209050370675,96244247160492.34,0.7734305,6,6.060919090177641,96632846268387.25,4.428826,21,16.631500707736052,99451176734366.92,0.7564135,2,3.3962563074618672,99451176734366.92,0.7564135,4,2.419957054204006,95547958607414.3,0.8336373,1,2.1265639583277665,100004759141157.5,0.5485019,7,7.383804494853831,100004759141157.5,0.5485019,3,0.9256352665663347,97759894956349.88,0.35190576,4,1.6674672761068918,98507869599567.39,0.7866047,3,2.7695403802960987,95448764135315.06,1.2929298,9,11.439576789015213,96590150012468.3,0.49111244,5,0.7021970784886682,96590150012468.3,0.49111244,2,1.0571423043739971,97860926838070.1,0.7392443,3,2.2721105991917536,95646445531833.31,0.74486357,0,1.2019513871197116,96329408664740.17,0.5731433,1,1.309551867979954,99508060146129.39,0.74262804,3.221824470367186e-14
1,1.223560675245201,98124509242214.84,0.7425875,1,2.271746768099198,99081259761639.48,0.74808127,1,1.464137227798015,98478138832218.48,0.4647747,3,4.412996509959541,98930211700001.5,2.5119636,0,3.360656548694673,97117703133197.31,2.8792965,6,4.765688087924945,98304050900303.19,0.7607125,2,1.3015093692493451,96478092700272.03,0.47435173,8,12.436935990203198,98631003228746.28,0.8042819,1,1.1033836349610326,99345656858219.73,0.81448555,1,1.639968410632569,99076560632717.61,0.8501727,2,1.202914809201919,98756279526686.6,0.83364296,5,2.1700345780156804,98144462411871.25,0.7924701,3,3.3212478217670496,97370378152739.89,1.3119674,5,4.401844784794588,97557596677498.67,0.7830795,3,2.4932682511904027,97461657031918.67,0.33154094,5,1.974487862483059,98386975193308.45,0.8435953,0,1.485748695453557,97110705811014.23,0.69748604,2,1.3007592825001528,96974123176804.89,0.7817387,1,1.1036482642173655,98144337645941.9,0.30832508,4,7.30422010761794,98341585709994.05,0.7861987,15,10.114550393686272,98494994944755.03,0.792149,4,4.6263984989638,97330964555911.28,2.0240593,0,1.6455745059013243,96989120553237.44,0.75356996,0,1.8576065680179152,94618618980218.66,0.26326552,2,3.0840470318687445,96244247160492.34,0.7734305,6,11.62767638005927,96632846268387.25,4.428826,6,3.459401597003626,99451176734366.92,0.7564135,1,1.2899247258650557,99451176734366.92,0.7564135,9,5.108158539436998,95547958607414.3,0.8336373,1,1.0703307506390782,100004759141157.5,0.5485019,1,1.0255233591780657,100004759141157.5,0.5485019,2,0.9872755545678227,97759894956349.88,0.35190576,0,2.074602851500968,98507869599567.39,0.7866047,6,3.04000246171036,95448764135315.06,1.2929298,3,4.211851038056855,96590150012468.3,0.49111244,1,2.490296421216787,96590150012468.3,0.49111244,4,5.429301547643209,97860926838070.1,0.7392443,4,2.238030824757228,95646445531833.31,0.74486357,3,2.0236320612323855,96329408664740.17,0.5731433,2,2.788885653038454,99508060146129.39,0.74262804,3.1706843994089764e-14
2,2.076937416564643,98124509242214.84,0.7425875,8,3.849684484346753,99081259761639.48,0.74808127,0,1.0789595408109447,98478138832218.48,0.4647747,6,6.867775838655756,98930211700001.5,2.5119636,3,3.1879936511984908,97117703133197.31,2.8792965,15,9.8456352270827,98304050900303.19,0.7607125,2,0.864159689557773,96478092700272.03,0.47435173,3,2.5556498575743563,98631003228746.28,0.8042819,3,3.881494402537006,99345656858219.73,0.81448555,1,1.5748383954283203,99076560632717.61,0.8501727,6,8.033425829520858,98756279526686.6,0.83364296,0,0.9093240144218457,98144462411871.25,0.7924701,3,1.710969847617038,97370378152739.89,1.3119674,0,0.8974614336996297,97557596677498.67,0.7830795,5,2.4453885955277856,97461657031918.67,0.33154094,0,1.8190293942348226,98386975193308.45,0.8435953,3,2.4176629998538646,97110705811014.23,0.69748604,4,2.697865793124994,96974123176804.89,0.7817387,4,2.706576786095815,98144337645941.9,0.30832508,4,1.5851287744033895,98341585709994.05,0.7861987,0,1.7075667606777727,98494994944755.03,0.792149,2,3.003460597362955,97330964555911.28,2.0240593,1,1.4818945379289978,96989120553237.44,0.75356996,5,3.4313324329028156,94618618980218.66,0.26326552,1,4.02457714527215,96244247160492.34,0.7734305,7,5.460090152673425,96632846268387.25,4.428826,2,1.239964748655896,99451176734366.92,0.7564135,1,1.1761536587834382,99451176734366.92,0.7564135,4,1.182350985882843,95547958607414.3,0.8336373,0,1.4901110384812029,100004759141157.5,0.5485019,1,1.3993451540426731,100004759141157.5,0.5485019,1,3.167001678125938,97759894956349.88,0.35190576,2,3.250100617969144,98507869599567.39,0.7866047,2,3.039437750571625,95448764135315.06,1.2929298,2,1.600103380868905,96590150012468.3,0.49111244,3,3.681219655469377,96590150012468.3,0.49111244,1,0.879944232420162,97860926838070.1,0.7392443,0,0.9465148158959912,95646445531833.31,0.74486357,2,1.8981395467993987,96329408664740.17,0.5731433,10,9.554489659496808,99508060146129.39,0.74262804,3.042834222013453e-14
