Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,CR_mean
2,1.1590768558196793,98124509242214.84,0.7425875,0,1.1921730376343525,99081259761639.48,0.74808127,2,3.3585163183158766,98478138832218.48,0.4647747,9,4.704426668000443,98930211700001.5,2.5119636,20,19.57304193822313,97117703133197.31,2.8792965,2,1.6478458563991003,98304050900303.19,0.7607125,13,10.898557712802955,96478092700272.03,0.47435173,4,1.2646291567979986,98631003228746.28,0.8042819,2,1.498026515755214,99345656858219.73,0.81448555,5,4.965960370614967,99076560632717.61,0.8501727,5.998573435596731e-14
3,4.00834631887697,98124509242214.84,0.7425875,2,2.851227219738123,99081259761639.48,0.74808127,5,5.096480302134205,98478138832218.48,0.4647747,2,4.231807485069473,98930211700001.5,2.5119636,7,10.313687546910213,97117703133197.31,2.8792965,2,2.085587527539645,98304050900303.19,0.7607125,3,2.5803163396893174,96478092700272.03,0.47435173,2,1.7829960632099249,98631003228746.28,0.8042819,0,1.3031836958764627,99345656858219.73,0.81448555,5,4.492977113388543,99076560632717.61,0.8501727,3.151792822093198e-14
1,2.992423782447363,98124509242214.84,0.7425875,0,1.0585852963186573,99081259761639.48,0.74808127,2,1.15439141405699,98478138832218.48,0.4647747,7,5.949361102654548,98930211700001.5,2.5119636,4,3.3130578792558008,97117703133197.31,2.8792965,5,3.608285996102842,98304050900303.19,0.7607125,0,1.1467579518960047,96478092700272.03,0.47435173,6,9.172656027821555,98631003228746.28,0.8042819,1,3.299189146625459,99345656858219.73,0.81448555,0,1.189323715844668,99076560632717.61,0.8501727,2.6434391411104242e-14
6,5.964495617233868,98124509242214.84,0.7425875,2,1.5030143276023642,99081259761639.48,0.74808127,0,0.618128043251815,98478138832218.48,0.4647747,8,11.228778145857035,98930211700001.5,2.5119636,1,4.895541936122148,97117703133197.31,2.8792965,8,4.0186958583367005,98304050900303.19,0.7607125,5,4.067347102342301,96478092700272.03,0.47435173,5,6.915226296820884,98631003228746.28,0.8042819,5,3.7331067480895412,99345656858219.73,0.81448555,1,2.116320773581421,99076560632717.61,0.8501727,4.1685001840587456e-14
2,2.3491962973538145,98124509242214.84,0.7425875,30,32.06162115298588,99081259761639.48,0.74808127,0,1.4369583663243792,98478138832218.48,0.4647747,3,3.269843011967186,98930211700001.5,2.5119636,6,5.230528726301621,97117703133197.31,2.8792965,1,1.7810226773211053,98304050900303.19,0.7607125,2,1.407953540160113,96478092700272.03,0.47435173,31,36.56285261542117,98631003228746.28,0.8042819,6,6.720916505268738,99345656858219.73,0.81448555,7,3.868031685683494,99076560632717.61,0.8501727,8.94702478529682e-14
2,1.5005664784992203,98124509242214.84,0.7425875,6,6.740850482322398,99081259761639.48,0.74808127,1,0.9788979437604195,98478138832218.48,0.4647747,2,2.9660836894773532,98930211700001.5,2.5119636,3,3.7788974312410706,97117703133197.31,2.8792965,6,7.03002986201119,98304050900303.19,0.7607125,4,4.11817354301864,96478092700272.03,0.47435173,2,1.2448634878363543,98631003228746.28,0.8042819,0,1.7850009875016126,99345656858219.73,0.81448555,3,1.6887115492801499,99076560632717.61,0.8501727,2.9484513497000886e-14
4,2.786505850882542,98124509242214.84,0.7425875,2,1.4497669072242658,99081259761639.48,0.74808127,9,4.273540170286173,98478138832218.48,0.4647747,8,4.5985984715744035,98930211700001.5,2.5119636,5,3.5683460381333036,97117703133197.31,2.8792965,3,3.088082214895505,98304050900303.19,0.7607125,5,5.527455677756985,96478092700272.03,0.47435173,4,3.4577254909541084,98631003228746.28,0.8042819,1,1.9888882846028095,99345656858219.73,0.81448555,1,1.143575059563068,99076560632717.61,0.8501727,4.2701709202553005e-14
0,0.9791597240919585,98124509242214.84,0.7425875,2,1.0363666020627804,99081259761639.48,0.74808127,0,1.151742523496731,98478138832218.48,0.4647747,1,3.5596862636922424,98930211700001.5,2.5119636,1,3.6709189085097473,97117703133197.31,2.8792965,4,1.8099392902826599,98304050900303.19,0.7607125,1,1.582685375336763,96478092700272.03,0.47435173,2,2.31247586477948,98631003228746.28,0.8042819,1,1.7605594587137248,99345656858219.73,0.81448555,1,1.9638201928876207,99076560632717.61,0.8501727,1.3217195705552121e-14
3,1.2853073777550648,98124509242214.84,0.7425875,0,2.132762080021722,99081259761639.48,0.74808127,3,1.2338279481658576,98478138832218.48,0.4647747,7,3.80095216289402,98930211700001.5,2.5119636,5,3.3765017022621397,97117703133197.31,2.8792965,2,1.2205469038408578,98304050900303.19,0.7607125,5,2.916895450358925,96478092700272.03,0.47435173,4,3.6224565984777355,98631003228746.28,0.8042819,1,1.8076419850342245,99345656858219.73,0.81448555,2,1.629689297710346,99076560632717.61,0.8501727,3.2534635582897527e-14
3,2.8127673927659185,98124509242214.84,0.7425875,1,1.6056678706880838,99081259761639.48,0.74808127,1,1.0304524042926229,98478138832218.48,0.4647747,1,3.13676686033294,98930211700001.5,2.5119636,6,6.17625125930522,97117703133197.31,2.8792965,8,8.019134366428606,98304050900303.19,0.7607125,4,1.1157928656409932,96478092700272.03,0.47435173,1,2.9870453989235997,98631003228746.28,0.8042819,2,3.1924611863428716,99345656858219.73,0.81448555,3,3.446066223270325,99076560632717.61,0.8501727,3.050122085896643e-14
