Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,CR_mean
2,1.234166639444128,98124509242214.84,0.7425875,3,1.7900589354103555,99081259761639.48,0.74808127,0,0.8092272630332926,98478138832218.48,0.4647747,5,3.208700207967842,98930211700001.5,2.5119636,6,5.728945679343507,97117703133197.31,2.8792965,7,5.3503027149973965,98304050900303.19,0.7607125,5,2.9001172299992457,96478092700272.03,0.47435173,1,2.511390935205521,98631003228746.28,0.8042819,24,16.535267669266435,99345656858219.73,0.81448555,5,4.58855557981272,99076560632717.61,0.8501727,5.896902699400177e-14
3,3.6014117513835022,98124509242214.84,0.7425875,2,1.2807291836162245,99081259761639.48,0.74808127,2,2.9953529603477356,98478138832218.48,0.4647747,4,4.169939193338078,98930211700001.5,2.5119636,7,7.586991888554536,97117703133197.31,2.8792965,3,3.859395361397406,98304050900303.19,0.7607125,1,1.9252949449342665,96478092700272.03,0.47435173,3,1.9947238725284213,98631003228746.28,0.8042819,7,10.63154706845193,99345656858219.73,0.81448555,1,1.3276982969989126,99076560632717.61,0.8501727,3.3551342944863076e-14
4,3.0661952911217827,98124509242214.84,0.7425875,4,2.8721914868336635,99081259761639.48,0.74808127,1,0.8087935793982953,98478138832218.48,0.4647747,4,3.678349812639994,98930211700001.5,2.5119636,6,3.7589484764239782,97117703133197.31,2.8792965,1,2.3162303112295115,98304050900303.19,0.7607125,3,3.90526382305722,96478092700272.03,0.47435173,0,2.4074319260299304,98631003228746.28,0.8042819,0,1.3239393523266594,99345656858219.73,0.81448555,4,2.6810870220544225,99076560632717.61,0.8501727,2.7451098773069788e-14
7,8.002235004542847,98124509242214.84,0.7425875,1,2.765350167946332,99081259761639.48,0.74808127,0,1.4539513880266868,98478138832218.48,0.4647747,3,3.5548107934060234,98930211700001.5,2.5119636,7,3.0516691203842954,97117703133197.31,2.8792965,4,3.1838071154821583,98304050900303.19,0.7607125,10,9.4920803053791,96478092700272.03,0.47435173,2,3.7014522711038476,98631003228746.28,0.8042819,4,3.037673727324056,99345656858219.73,0.81448555,1,2.5526197438120364,99076560632717.61,0.8501727,3.965158711665636e-14
4,2.731092579196843,98124509242214.84,0.7425875,3,1.4860128211886696,99081259761639.48,0.74808127,54,40.75065768032258,98478138832218.48,0.4647747,4,5.190229685538671,98930211700001.5,2.5119636,3,3.8611609354481358,97117703133197.31,2.8792965,3,3.7861776725703153,98304050900303.19,0.7607125,3,1.0945552712873359,96478092700272.03,0.47435173,1,1.0705358807533945,98631003228746.28,0.8042819,5,3.9575771977473995,99345656858219.73,0.81448555,2,2.5707545426528666,99076560632717.61,0.8501727,8.337000368117491e-14
1,1.8480314368759976,98124509242214.84,0.7425875,3,1.177236958491778,99081259761639.48,0.74808127,4,8.248336124924343,98478138832218.48,0.4647747,2,4.233401607705777,98930211700001.5,2.5119636,3,3.491008553467966,97117703133197.31,2.8792965,3,2.677887308738036,98304050900303.19,0.7607125,0,1.0523037931202468,96478092700272.03,0.47435173,2,1.261431435982004,98631003228746.28,0.8042819,0,2.0279572807104986,99345656858219.73,0.81448555,10,12.227132167672526,99076560632717.61,0.8501727,2.8467806135035337e-14
4,2.6511629007406143,98124509242214.84,0.7425875,9,4.390947965051346,99081259761639.48,0.74808127,3,1.1436232585729962,98478138832218.48,0.4647747,7,5.574007257677847,98930211700001.5,2.5119636,8,6.358138060904275,97117703133197.31,2.8792965,2,1.8539065708908848,98304050900303.19,0.7607125,0,2.68991367672138,96478092700272.03,0.47435173,4,3.5312906605492262,98631003228746.28,0.8042819,0,1.4837322924291834,99345656858219.73,0.81448555,6,7.011315940469089,99076560632717.61,0.8501727,4.3718416564518554e-14
2,1.1199746173626746,98124509242214.84,0.7425875,1,3.2365495402736877,99081259761639.48,0.74808127,1,0.828058184092922,98478138832218.48,0.4647747,7,3.8738201282203732,98930211700001.5,2.5119636,4,3.589203957562983,97117703133197.31,2.8792965,3,2.6529628135548906,98304050900303.19,0.7607125,1,1.2290557450315203,96478092700272.03,0.47435173,0,1.7623982648442351,98631003228746.28,0.8042819,3,1.6261228088194417,99345656858219.73,0.81448555,10,5.31229030790056,99076560632717.61,0.8501727,3.2534635582897527e-14
2,1.4905576754432106,98124509242214.84,0.7425875,6,3.276258690884539,99081259761639.48,0.74808127,5,2.2521013254643014,98478138832218.48,0.4647747,5,5.905838997828736,98930211700001.5,2.5119636,4,3.6175323070476577,97117703133197.31,2.8792965,4,6.376820382847545,98304050900303.19,0.7607125,2,1.6592438933242135,96478092700272.03,0.47435173,12,11.139546490690352,98631003228746.28,0.8042819,2,1.169032331186261,99345656858219.73,0.81448555,2,1.7969811702146117,99076560632717.61,0.8501727,4.47351239264841e-14
4,3.100849696914216,98124509242214.84,0.7425875,6,4.401477259602986,99081259761639.48,0.74808127,1,1.472449061315981,98478138832218.48,0.4647747,12,8.642974661217842,98930211700001.5,2.5119636,3,3.2506880017945154,97117703133197.31,2.8792965,13,12.704440339091471,98304050900303.19,0.7607125,2,0.8490666124837648,96478092700272.03,0.47435173,2,3.087620066003349,98631003228746.28,0.8042819,8,4.3577069838470575,99345656858219.73,0.81448555,1,1.682081823729219,99076560632717.61,0.8501727,5.2868782822208483e-14
