Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,Counts_Epoch_10,ExpVal_10,t_exp_10,bgr_10,Counts_Epoch_11,ExpVal_11,t_exp_11,bgr_11,Counts_Epoch_12,ExpVal_12,t_exp_12,bgr_12,Counts_Epoch_13,ExpVal_13,t_exp_13,bgr_13,Counts_Epoch_14,ExpVal_14,t_exp_14,bgr_14,Counts_Epoch_15,ExpVal_15,t_exp_15,bgr_15,Counts_Epoch_16,ExpVal_16,t_exp_16,bgr_16,Counts_Epoch_17,ExpVal_17,t_exp_17,bgr_17,Counts_Epoch_18,ExpVal_18,t_exp_18,bgr_18,Counts_Epoch_19,ExpVal_19,t_exp_19,bgr_19,CR_mean
1,1.0302048296123474,98124509242214.84,0.7425875,3,2.8612733117057614,99081259761639.48,0.74808127,18,16.813021560871057,98478138832218.48,0.4647747,21,16.204143345914623,98930211700001.5,2.5119636,5,3.7979696344004976,97117703133197.31,2.8792965,1,1.0845784501867328,98304050900303.19,0.7607125,1,1.932980214813374,96478092700272.03,0.47435173,10,5.993283423591688,98631003228746.28,0.8042819,2,1.5854122170436198,99345656858219.73,0.81448555,1,1.8830866218877242,99076560632717.61,0.8501727,2,1.8655635699767728,98756279526686.6,0.83364296,6,5.909892705215239,98144462411871.25,0.7924701,4,3.427092722579948,97370378152739.89,1.3119674,1,1.9808320774677357,97557596677498.67,0.7830795,2,0.8844529791266055,97461657031918.67,0.33154094,1,1.3676799186592201,98386975193308.45,0.8435953,1,1.707092081226079,97110705811014.23,0.69748604,10,5.715001032341351,96974123176804.89,0.7817387,2,1.8674965100542695,98144337645941.9,0.30832508,2,1.8454901613945456,98341585709994.05,0.7861987,4.791480653621914e-14
2,3.1398922302836785,98124509242214.84,0.7425875,4,4.89669322649177,99081259761639.48,0.74808127,7,8.342441095241242,98478138832218.48,0.4647747,8,4.800943305931845,98930211700001.5,2.5119636,4,3.4059304064811484,97117703133197.31,2.8792965,0,1.926367930039946,98304050900303.19,0.7607125,0,1.6847077689761132,96478092700272.03,0.47435173,2,2.1318819087694134,98631003228746.28,0.8042819,4,2.832303045163431,99345656858219.73,0.81448555,1,1.2854561946238703,99076560632717.61,0.8501727,0,1.45583129084745,98756279526686.6,0.83364296,2,2.6447464638367384,98144462411871.25,0.7924701,5,2.9167256873031717,97370378152739.89,1.3119674,3,2.4743897411430567,97557596677498.67,0.7830795,3,2.307643946124067,97461657031918.67,0.33154094,1,1.041779419177603,98386975193308.45,0.8435953,3,0.8774161451137031,97110705811014.23,0.69748604,3,4.611463299654417,96974123176804.89,0.7817387,2,0.8380867019856021,98144337645941.9,0.30832508,7,3.0908927608708865,98341585709994.05,0.7861987,3.1093651050099656e-14
3,2.291695519186934,98124509242214.84,0.7425875,3,1.4795573816982668,99081259761639.48,0.74808127,1,1.0796377538841493,98478138832218.48,0.4647747,5,3.3939996268175143,98930211700001.5,2.5119636,2,6.303798391453848,97117703133197.31,2.8792965,0,0.9156162806853666,98304050900303.19,0.7607125,7,5.384139252294471,96478092700272.03,0.47435173,5,6.4299093061363,98631003228746.28,0.8042819,1,0.8914101611263596,99345656858219.73,0.81448555,4,3.9998628331471338,99076560632717.61,0.8501727,3,1.3403083896146613,98756279526686.6,0.83364296,2,3.0917942143729062,98144462411871.25,0.7924701,9,6.672489991305981,97370378152739.89,1.3119674,6,3.4485561925466874,97557596677498.67,0.7830795,3,2.066099117130906,97461657031918.67,0.33154094,3,5.018569859744391,98386975193308.45,0.8435953,0,1.1607293665564442,97110705811014.23,0.69748604,0,1.018547020248756,96974123176804.89,0.7817387,1,1.4364766719003188,98144337645941.9,0.30832508,3,2.2330494550948377,98341585709994.05,0.7861987,3.1093651050099656e-14
6,8.733542140418919,98124509242214.84,0.7425875,0,0.959943568389737,99081259761639.48,0.74808127,2,2.926962426629093,98478138832218.48,0.4647747,8,5.7651015469601425,98930211700001.5,2.5119636,0,4.987350827138885,97117703133197.31,2.8792965,1,1.744203132008384,98304050900303.19,0.7607125,6,1.522676966189917,96478092700272.03,0.47435173,2,2.2817689363917197,98631003228746.28,0.8042819,3,4.418917943542258,99345656858219.73,0.81448555,1,0.9349973909956154,99076560632717.61,0.8501727,2,1.4265529138923139,98756279526686.6,0.83364296,1,1.1651846192413653,98144462411871.25,0.7924701,6,4.497848892471527,97370378152739.89,1.3119674,3,1.000874739679199,97557596677498.67,0.7830795,7,4.098884440055063,97461657031918.67,0.33154094,4,2.3865230976180767,98386975193308.45,0.8435953,2,2.610569787503188,97110705811014.23,0.69748604,2,4.3424177972120575,96974123176804.89,0.7817387,2,3.5444728307031625,98144337645941.9,0.30832508,0,1.3450557466837698,98341585709994.05,0.7861987,2.956445509681606e-14
9,2.8639858881738656,98124509242214.84,0.7425875,5,2.3056699198634263,99081259761639.48,0.74808127,2,2.9026560518303124,98478138832218.48,0.4647747,0,3.245119435171091,98930211700001.5,2.5119636,12,10.06021086658464,97117703133197.31,2.8792965,4,3.706485485379512,98304050900303.19,0.7607125,1,1.0554953977116686,96478092700272.03,0.47435173,3,1.4175491490808265,98631003228746.28,0.8042819,3,1.0054888566442801,99345656858219.73,0.81448555,12,9.415379575754077,99076560632717.61,0.8501727,3,1.9869942251267037,98756279526686.6,0.83364296,4,5.636838175446961,98144462411871.25,0.7924701,1,1.8093087847345508,97370378152739.89,1.3119674,2,1.2861366034746426,97557596677498.67,0.7830795,2,3.0573784397049724,97461657031918.67,0.33154094,3,3.567004698509043,98386975193308.45,0.8435953,4,2.5619667130573163,97110705811014.23,0.69748604,1,1.5180378600326376,96974123176804.89,0.7817387,2,1.4143588717913416,98144337645941.9,0.30832508,2,2.7259324031546086,98341585709994.05,0.7861987,3.8229898832089736e-14
7,2.0964961468021306,98124509242214.84,0.7425875,3,1.4408624049440655,99081259761639.48,0.74808127,2,1.4529087195746184,98478138832218.48,0.4647747,8,6.3147235737504674,98930211700001.5,2.5119636,1,3.6713511113023864,97117703133197.31,2.8792965,3,3.585138768722818,98304050900303.19,0.7607125,0,1.0387003513494482,96478092700272.03,0.47435173,1,1.6178147316627323,98631003228746.28,0.8042819,0,3.135380084933108,99345656858219.73,0.81448555,1,1.5154518282432825,99076560632717.61,0.8501727,1,2.306264177193835,98756279526686.6,0.83364296,0,1.4754243482776102,98144462411871.25,0.7924701,4,3.7214036397860273,97370378152739.89,1.3119674,0,0.9502210468756016,97557596677498.67,0.7830795,2,1.6857137958849382,97461657031918.67,0.33154094,2,3.1837536843052856,98386975193308.45,0.8435953,5,4.868152411890973,97110705811014.23,0.69748604,6,1.693601451266698,96974123176804.89,0.7817387,0,1.419397875172104,98144337645941.9,0.30832508,1,1.4394610704920043,98341585709994.05,0.7861987,2.395740326810957e-14
1,2.8869945904100653,98124509242214.84,0.7425875,5,4.1720342089195235,99081259761639.48,0.74808127,1,1.0977663049835513,98478138832218.48,0.4647747,7,7.808745677243401,98930211700001.5,2.5119636,6,4.124315876054916,97117703133197.31,2.8792965,2,2.898547461129007,98304050900303.19,0.7607125,5,3.1413080303308223,96478092700272.03,0.47435173,2,5.411911896292244,98631003228746.28,0.8042819,7,3.70260581784452,99345656858219.73,0.81448555,0,1.8361092441342532,99076560632717.61,0.8501727,0,1.1068283862604094,98756279526686.6,0.83364296,3,5.49893901045333,98144462411871.25,0.7924701,2,2.321685304599322,97370378152739.89,1.3119674,3,3.0215578783595904,97557596677498.67,0.7830795,0,0.5480736843301021,97461657031918.67,0.33154094,3,1.4270851473360378,98386975193308.45,0.8435953,2,0.8483193703635736,97110705811014.23,0.69748604,1,1.7832373419893142,96974123176804.89,0.7817387,0,0.9662416492930468,98144337645941.9,0.30832508,1,1.5950707331639316,98341585709994.05,0.7861987,2.599633120582102e-14
1,1.046436488584933,98124509242214.84,0.7425875,1,1.3818114197005755,99081259761639.48,0.74808127,1,1.1283030683953188,98478138832218.48,0.4647747,4,3.657990554787445,98930211700001.5,2.5119636,3,3.881150005181171,97117703133197.31,2.8792965,3,4.9572043018029985,98304050900303.19,0.7607125,0,1.0979870491837325,96478092700272.03,0.47435173,3,2.0231614406156093,98631003228746.28,0.8042819,3,1.805672534594265,99345656858219.73,0.81448555,2,1.2182500992434813,99076560632717.61,0.8501727,4,4.141225817399828,98756279526686.6,0.83364296,5,3.6790204718692,98144462411871.25,0.7924701,11,7.353773649255911,97370378152739.89,1.3119674,2,2.7735568401432653,97557596677498.67,0.7830795,0,0.876487093641769,97461657031918.67,0.33154094,1,1.6966604980634572,98386975193308.45,0.8435953,1,1.2063087339085377,97110705811014.23,0.69748604,5,2.6302040185864803,96974123176804.89,0.7817387,37,34.50449414592069,98144337645941.9,0.30832508,2,1.150441152299529,98341585709994.05,0.7861987,4.536614661407982e-14
2,1.3228729558394132,98124509242214.84,0.7425875,3,1.3279699054985645,99081259761639.48,0.74808127,1,0.8413861285513002,98478138832218.48,0.4647747,3,4.585215804355111,98930211700001.5,2.5119636,4,3.716835651215989,97117703133197.31,2.8792965,15,10.372341800738557,98304050900303.19,0.7607125,8,2.453979784915676,96478092700272.03,0.47435173,3,4.537639467684946,98631003228746.28,0.8042819,3,1.9048351486974553,99345656858219.73,0.81448555,6,6.3439264140418175,99076560632717.61,0.8501727,2,1.8327814101919397,98756279526686.6,0.83364296,4,2.2582430233384763,98144462411871.25,0.7924701,5,1.7596461376653358,97370378152739.89,1.3119674,4,2.945364118677018,97557596677498.67,0.7830795,1,0.6955963299529733,97461657031918.67,0.33154094,2,3.4639319354674227,98386975193308.45,0.8435953,1,1.0828541689289497,97110705811014.23,0.69748604,1,1.0479124824598964,96974123176804.89,0.7817387,3,2.848400868847351,98144337645941.9,0.30832508,4,2.2678828050614355,98341585709994.05,0.7861987,3.8229898832089736e-14
7,2.89982865072217,98124509242214.84,0.7425875,2,1.0197842970041602,99081259761639.48,0.74808127,3,3.298957699380964,98478138832218.48,0.4647747,5,3.20572520682324,98930211700001.5,2.5119636,2,4.999945591704513,97117703133197.31,2.8792965,1,1.5390067559903882,98304050900303.19,0.7607125,2,3.428431092179154,96478092700272.03,0.47435173,2,1.181760171813449,98631003228746.28,0.8042819,2,3.493848212717052,99345656858219.73,0.81448555,0,1.0190553112706133,99076560632717.61,0.8501727,2,1.8934227660765097,98756279526686.6,0.83364296,4,1.1005912768151782,98144462411871.25,0.7924701,5,4.01661323634852,97370378152739.89,1.3119674,2,0.8864641245831719,97557596677498.67,0.7830795,2,1.5525772785088918,97461657031918.67,0.33154094,4,3.9332646696842417,98386975193308.45,0.8435953,2,1.4713852948807884,97110705811014.23,0.69748604,1,0.9346380464121512,96974123176804.89,0.7817387,3,1.9670672528566013,98144337645941.9,0.30832508,3,2.1166856051045158,98341585709994.05,0.7861987,2.752552715910461e-14
